id,from_user,from_role,to_role,part,model,ref,parameter,sampleno,date,shift,deviation,kp,category,description,pic,status,report_id,created_at,is_read
b6971377,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION X,AL,06 Mar 2026,1,-0.3456,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
ca83c210,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION X,AR,06 Mar 2026,1,-0.3541,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
865c3970,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION X,CL,06 Mar 2026,1,-0.6424,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
c65f918a,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION X,CR,06 Mar 2026,1,-0.6073,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
af08c788,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION X,DL,06 Mar 2026,1,-0.756,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
701f762d,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION X,DR,06 Mar 2026,1,-0.7444,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
6c32b739,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION X,EL,06 Mar 2026,1,-0.7465,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
5a2c46ff,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION X,ER,06 Mar 2026,1,-0.7607,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
c4369b14,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION Y,BL,06 Mar 2026,1,-0.2255,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
e168de36,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION Y,DL,06 Mar 2026,1,0.3851,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
2d7dfb77,cmm,Measurement,Produksi,CYL COMP,K2VJ,J151,POSITION Y,DR,06 Mar 2026,1,0.2526,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
d2bec3d3,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION X,AL,06 Mar 2026,1,0.2287,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
b6aa416a,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION X,AR,06 Mar 2026,1,0.2321,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
33ef9d27,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION X,CL,06 Mar 2026,1,0.5466,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
3c9897b6,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION X,CR,06 Mar 2026,1,0.4981,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
e14737c2,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION X,DL,06 Mar 2026,1,0.6081,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
4b25a03f,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION X,DR,06 Mar 2026,1,0.6049,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
bea9ddef,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION X,EL,06 Mar 2026,1,0.5757,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
f3353cd1,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION X,ER,06 Mar 2026,1,0.5905,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
5784e7cb,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION Y,AL,06 Mar 2026,1,-0.3328,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
5d213bd2,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION Y,AR,06 Mar 2026,1,-0.435,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
d69ce001,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION Y,CL,06 Mar 2026,1,-0.3259,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
7cb34081,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION Y,CR,06 Mar 2026,1,-0.234,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
e7d1d38a,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION Y,DL,06 Mar 2026,1,-0.3083,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
86c88f0f,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION Y,DR,06 Mar 2026,1,-0.3367,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
bc3326b3,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION Y,EL,06 Mar 2026,1,-0.4818,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
d0b274dd,cmm,Measurement,Produksi,CYL COMP,K2VJ,J152,POSITION Y,ER,06 Mar 2026,1,-0.5652,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
060cd991,cmm,Measurement,Produksi,CYL COMP,K2VJ,J163,POSITION X,AL,06 Mar 2026,1,-0.0544,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
717a0f8d,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION X THD CENTER,BR,06 Mar 2026,1,0.207,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
428f000f,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION X THD CENTER,CL,06 Mar 2026,1,0.5584,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
f296a285,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION X THD CENTER,CR,06 Mar 2026,1,0.4826,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
cc22105c,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION X THD CENTER,DL,06 Mar 2026,1,0.3662,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
08b6af5b,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION X THD CENTER,DR,06 Mar 2026,1,0.3485,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
cb45466c,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION X THD CENTER,EL,06 Mar 2026,1,0.4124,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
7a02c1cb,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION X THD CENTER,ER,06 Mar 2026,1,0.4209,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
912bc0bb,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION Y,CL,06 Mar 2026,1,0.2204,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
391578e9,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION Y,DL,06 Mar 2026,1,-0.227,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
91ff3d38,cmm,Measurement,Produksi,CYL COMP,K2VJ,K301,POSITION Y,DR,06 Mar 2026,1,-0.2645,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
83379795,cmm,Measurement,Produksi,CYL COMP,K2VJ,K302,POSITION Y,CL,06 Mar 2026,1,0.2207,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
f8f2e861,cmm,Measurement,Produksi,CYL COMP,K2VJ,K302,POSITION Y,CR,06 Mar 2026,1,0.2054,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
84dc1cb7,cmm,Measurement,Produksi,CYL COMP,K2VJ,K302,POSITION Y,DL,06 Mar 2026,1,-0.2448,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
28f508d3,cmm,Measurement,Produksi,CYL COMP,K2VJ,K302,POSITION Y,DR,06 Mar 2026,1,-0.3158,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
93a02fc7,cmm,Measurement,Produksi,CYL COMP,K2VJ,K303,POSITION X,CL,06 Mar 2026,1,0.2748,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
7092da8d,cmm,Measurement,Produksi,CYL COMP,K2VJ,K303,POSITION X,CR,06 Mar 2026,1,0.2529,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
cb89c9e2,cmm,Measurement,Produksi,CYL COMP,K2VJ,K303,POSITION X,EL,06 Mar 2026,1,-0.3422,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
4a0f53e3,cmm,Measurement,Produksi,CYL COMP,K2VJ,K303,POSITION X,ER,06 Mar 2026,1,-0.386,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
ed9c65fd,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION Y,AL,06 Mar 2026,1,-0.3175,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
46a1c42f,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION Y,AR,06 Mar 2026,1,-0.2966,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
a584cbdc,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION Y,BR,06 Mar 2026,1,-0.2141,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
18edde60,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION Y,DL,06 Mar 2026,1,-0.329,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
cc4974ec,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION Y,DR,06 Mar 2026,1,-0.3285,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
755f2e59,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION Y,EL,06 Mar 2026,1,-0.2812,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
9d92a0a6,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION Y,ER,06 Mar 2026,1,-0.326,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
33a34163,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION X,CL,06 Mar 2026,1,-0.4028,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
3b982ac2,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION X,CR,06 Mar 2026,1,-0.3853,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
286d1f6e,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION X,DL,06 Mar 2026,1,-0.5122,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
c83837e6,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION X,DR,06 Mar 2026,1,-0.452,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
64e76af3,cmm,Measurement,Produksi,CYL COMP,K2VJ,K304,POSITION X,EL,06 Mar 2026,1,-0.2321,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
9e916c14,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,AL,06 Mar 2026,1,-0.4149,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
fb75c66b,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,AR,06 Mar 2026,1,-0.378,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
d82bc94b,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,BL,06 Mar 2026,1,-0.5028,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
2c24680b,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,BR,06 Mar 2026,1,-0.5613,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
acad1dfa,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,CL,06 Mar 2026,1,-0.3658,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
d195660a,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,CR,06 Mar 2026,1,-0.3268,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
f355a781,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,DL,06 Mar 2026,1,-0.6402,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
54fa8c68,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,DR,06 Mar 2026,1,-0.6644,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
cd2a1287,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,EL,06 Mar 2026,1,-0.6746,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
4c5e4699,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION X,ER,06 Mar 2026,1,-0.7176,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
c97afafc,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION Y THD FACE HEAD,CR,06 Mar 2026,1,-0.2083,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
817798a2,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION Y,EL,06 Mar 2026,1,-0.2209,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
b23f2863,cmm,Measurement,Produksi,CYL COMP,K2VJ,K305,POSITION Y,ER,06 Mar 2026,1,-0.2714,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
88167668,cmm,Measurement,Produksi,CYL COMP,K2VJ,K401,POSITION X,DL,06 Mar 2026,1,0.3382,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
c9817f33,cmm,Measurement,Produksi,CYL COMP,K2VJ,K401,POSITION X,DR,06 Mar 2026,1,0.302,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
7f6ddbfe,cmm,Measurement,Produksi,CYL COMP,K2VJ,K401,POSITION X,EL,06 Mar 2026,1,0.4206,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
34bc1d10,cmm,Measurement,Produksi,CYL COMP,K2VJ,K401,POSITION X,ER,06 Mar 2026,1,0.4195,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
1bb11e87,cmm,Measurement,Produksi,CYL COMP,K2VJ,K401,POSITION Y,AL,06 Mar 2026,1,-0.3239,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
3da95de5,cmm,Measurement,Produksi,CYL COMP,K2VJ,K401,POSITION Y,AR,06 Mar 2026,1,-0.3297,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
b02baf2a,cmm,Measurement,Produksi,CYL COMP,K2VJ,K402,POSITION Y,AL,06 Mar 2026,1,-0.2943,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
54e642a8,cmm,Measurement,Produksi,CYL COMP,K2VJ,K402,POSITION Y,AR,06 Mar 2026,1,-0.3072,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
51280dae,cmm,Measurement,Produksi,CYL COMP,K2VJ,K402,POSITION Y,CL,06 Mar 2026,1,-0.1806,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
4288efac,cmm,Measurement,Produksi,CYL COMP,K2VJ,K402,POSITION Y,EL,06 Mar 2026,1,-0.1599,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
c08e62b0,cmm,Measurement,Produksi,CYL COMP,K2VJ,K402,POSITION Y,ER,06 Mar 2026,1,-0.1569,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
a6add813,cmm,Measurement,Produksi,CYL COMP,K2VJ,K402,POSITION X,CL,06 Mar 2026,1,-0.1464,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
1ca17deb,cmm,Measurement,Produksi,CYL COMP,K2VJ,K402,POSITION X,CR,06 Mar 2026,1,-0.1409,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
fa6ecba1,cmm,Measurement,Produksi,CYL COMP,K2VJ,K402,POSITION X,EL,06 Mar 2026,1,0.1277,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
11025cf1,cmm,Measurement,Produksi,CYL COMP,K2VJ,K402,POSITION X,ER,06 Mar 2026,1,0.1761,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
3be8dcc0,cmm,Measurement,Produksi,CYL COMP,K2VJ,K403,POSITION X,CL,06 Mar 2026,1,-0.3784,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
f3a94315,cmm,Measurement,Produksi,CYL COMP,K2VJ,K403,POSITION X,CR,06 Mar 2026,1,-0.3589,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
7fe9c256,cmm,Measurement,Produksi,CYL COMP,K2VJ,K403,POSITION X,DL,06 Mar 2026,1,0.1761,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
1a017a33,cmm,Measurement,Produksi,CYL COMP,K2VJ,K403,POSITION X,DR,06 Mar 2026,1,0.1864,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
176a93b3,cmm,Measurement,Produksi,CYL COMP,K2VJ,K403,POSITION X,EL,06 Mar 2026,1,0.1971,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
e6d474fc,cmm,Measurement,Produksi,CYL COMP,K2VJ,K403,POSITION X,ER,06 Mar 2026,1,0.2003,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
6f40e839,cmm,Measurement,Produksi,CYL COMP,K2VJ,K403,POSITION Y,AL,06 Mar 2026,1,-0.1547,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
b30e8b43,cmm,Measurement,Produksi,CYL COMP,K2VJ,K403,POSITION Y,CL,06 Mar 2026,1,-0.1671,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
ae5b8ff8,cmm,Measurement,Produksi,CYL COMP,K2VJ,L151,DISTANCE DOWELL (Y),BR,06 Mar 2026,1,-0.0535,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
8f3865d2,cmm,Measurement,Produksi,CYL COMP,K2VJ,L151,DISTANCE DOWELL (X),EL,06 Mar 2026,1,-0.0663,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
50eeedbe,cmm,Measurement,Produksi,CYL COMP,K2VJ,L151,DISTANCE DOWELL (X),ER,06 Mar 2026,1,-0.0508,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
93b3e57b,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION X,CL,06 Mar 2026,1,0.3496,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
1176aba9,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION X,CR,06 Mar 2026,1,0.3104,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
9f529c11,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION X,DL,06 Mar 2026,1,0.5167,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
95836d68,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION X,DR,06 Mar 2026,1,0.5177,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
a0875046,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION X,EL,06 Mar 2026,1,0.4855,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
6b1a11ed,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION X,ER,06 Mar 2026,1,0.4835,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
a80e57e8,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION Y,AL,06 Mar 2026,1,-0.3551,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
619436e5,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION Y,AR,06 Mar 2026,1,-0.4235,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
8304abc8,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION Y,CL,06 Mar 2026,1,-0.2736,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,0
6fb072c1,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION Y,CR,06 Mar 2026,1,-0.2381,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:01,1
09922b17,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION Y,DL,06 Mar 2026,1,-0.3218,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
0e4f3e13,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION Y,DR,06 Mar 2026,1,-0.2219,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
1734cbec,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION Y,EL,06 Mar 2026,1,-0.4236,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
8fb03d85,cmm,Measurement,Produksi,CYL COMP,K2VJ,L152,POSITION Y,ER,06 Mar 2026,1,-0.4771,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
c95cca0a,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION X,AL,06 Mar 2026,1,-0.3182,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
f8e22910,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION X,AR,06 Mar 2026,1,-0.3135,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
224d1af1,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION X,CL,06 Mar 2026,1,-0.6792,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
133b14a4,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION X,CR,06 Mar 2026,1,-0.6186,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
4812f295,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION X,DL,06 Mar 2026,1,-0.9786,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
1cf217dd,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION X,DR,06 Mar 2026,1,-0.9309,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
a38eaabb,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION X,EL,06 Mar 2026,1,-0.8856,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
f9fda1d4,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION X,ER,06 Mar 2026,1,-0.91,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
c8688fd5,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION Y,BL,06 Mar 2026,1,-0.2287,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
cf4eca9c,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION Y,CL,06 Mar 2026,1,0.2977,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
1b567009,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION Y,CR,06 Mar 2026,1,0.2563,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
ac6890bd,cmm,Measurement,Produksi,CYL COMP,K2VJ,L153,POSITION Y,DL,06 Mar 2026,1,0.2808,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
428dd0c5,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION X,BL,06 Mar 2026,1,-0.3503,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
1488dd9d,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION X,CL,06 Mar 2026,1,0.5431,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
d428e3d5,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION X,CR,06 Mar 2026,1,0.4605,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
91a75c3c,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION X,DL,06 Mar 2026,1,1.0067,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
bcbe3d41,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION X,DR,06 Mar 2026,1,0.9201,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
838d30ac,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION X,EL,06 Mar 2026,1,0.9327,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,1
d8d2d857,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION X,ER,06 Mar 2026,1,0.9857,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
36072eeb,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION Y,AL,06 Mar 2026,1,-0.544,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
e21543c2,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION Y,AR,06 Mar 2026,1,-0.6396,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
e82804ee,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION Y,BL,06 Mar 2026,1,-0.2889,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
e83fc0eb,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION Y,BR,06 Mar 2026,1,-0.3518,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
462998db,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION Y,CL,06 Mar 2026,1,-0.4833,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
ccd1d11f,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION Y,CR,06 Mar 2026,1,-0.3968,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
36d48333,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION Y,EL,06 Mar 2026,1,-0.3237,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
dd029329,cmm,Measurement,Produksi,CYL COMP,K2VJ,L154,POSITION Y,ER,06 Mar 2026,1,-0.3741,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
c8c06043,cmm,Measurement,Produksi,CYL COMP,K2VJ,L163,POSITION Y,CL,06 Mar 2026,1,-0.3038,,,,,Open,K2VJ_2026-03-06_1,2026-06-04 06:32:02,0
