Date,Shift,Cycle,SampleNo,PartName,ModelName,CMMName,ref,ID,point,Parameter,Nominal,Uppertol,Lowertol,Actual,Deviation,Judgement,KP,Category
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A071,N0242,POSITION Y,Pos. X,110.0,0.2,-0.2,110.605,0.605,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A071,N0242,POSITION X,Pos. Y,92.0,0.2,-0.2,92.083,0.083,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0257,-,Flatness,0.0,0.1,0.0,0.045,0.045,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0259,-,Distance,115.0,0.1,-0.1,114.972,-0.028,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0270,-,Flatness,0.0,0.03,0.0,0.042,0.042,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0271,-,Distance,115.0,0.1,-0.1,115.028,0.028,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B011,N0275,POSITION Y,Pos. X,63.5,0.05,-0.05,63.435,-0.065,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B011,N0275,POSITION X,Pos. Y,44.5,0.05,-0.05,44.487,-0.013,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B012,N0284,POSITION Y Ø8,Pos. X,410.0,0.05,-0.05,410.023,0.023,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B012,N0284,POSITION X Ø8,Pos. Y,16.5,0.05,-0.05,16.412,-0.088,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B012,N0285,"POSITION Y Ø5,45",Pos. X,410.0,0.2,-0.2,410.338,0.338,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B012,N0285,"POSITION X Ø5,45",Pos. Y,16.5,0.2,-0.2,16.216,-0.284,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B051,N0290,POSITION Y,Pos. X,52.0,0.2,-0.2,51.413,-0.587,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B051,N0290,POSITION X,Pos. Y,55.5,0.2,-0.2,55.523,0.023,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B058,N0294,POSITION Y,Pos. X,62.5,0.2,-0.2,63.054,0.554,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B058,N0294,POSITION X,Pos. Y,82.0,0.2,-0.2,81.916,-0.084,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B021,N0298,POSITION Y,Pos. X,53.0,0.05,-0.05,52.931,-0.069,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B021,N0298,POSITION X,Pos. Y,81.5,0.05,-0.05,81.515,0.015,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B060,N0302,POSITION Y,Pos. X,82.5,0.2,-0.2,82.965,0.465,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B060,N0302,POSITION X,Pos. Y,92.5,0.2,-0.2,92.436,-0.064,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B057,N0306,POSITION Y,Pos. X,157.5,0.2,-0.2,158.103,0.603,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B057,N0306,POSITION X,Pos. Y,90.0,0.2,-0.2,89.918,-0.082,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B056,N0310,POSITION Y,Pos. X,221.5,0.2,-0.2,222.157,0.657,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B056,N0310,POSITION X,Pos. Y,102.5,0.2,-0.2,102.188,-0.312,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B062,N0314,POSITION Y,Pos. X,266.5,0.2,-0.2,267.096,0.596,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B062,N0314,POSITION X,Pos. Y,93.0,0.2,-0.2,92.775,-0.225,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B066,N0318,POSITION Y,Pos. X,343.2,0.2,-0.2,343.828,0.628,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B066,N0318,POSITION X,Pos. Y,84.5,0.2,-0.2,84.187,-0.313,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B022,N0322,POSITION Y,Pos. X,400.0,0.2,-0.2,400.077,0.077,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B022,N0322,POSITION X,Pos. Y,90.0,0.2,-0.2,89.968,-0.032,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B073,N0326,POSITION Y,Pos. X,380.6,0.2,-0.2,380.682,0.082,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B073,N0326,POSITION X,Pos. Y,5.0,0.2,-0.2,5.262,0.262,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A024,N0330,POSITION Y,Pos. X,273.0,0.15,-0.15,273.047,0.047,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A024,N0330,POSITION X,Pos. Y,99.0,0.15,-0.15,99.058,0.058,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B055,N0334,POSITION Y,Pos. X,252.0,0.2,-0.2,252.44,0.44,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B055,N0334,POSITION X,Pos. Y,93.0,0.2,-0.2,93.169,0.169,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B054,N0338,POSITION Y,Pos. X,117.0,0.2,-0.2,117.391,0.391,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B054,N0338,POSITION X,Pos. Y,88.4,0.2,-0.2,88.452,0.052,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B053,N0342,POSITION Y,Pos. X,23.0,0.2,-0.2,23.435,0.435,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B053,N0342,POSITION X,Pos. Y,79.7,0.2,-0.2,79.641,-0.059,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B052,N0346,POSITION Y,Pos. X,51.5,0.2,-0.2,51.035,-0.465,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B052,N0346,POSITION X,Pos. Y,56.0,0.2,-0.2,55.929,-0.071,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B061,N0350,POSITION Y,Pos. X,143.5,0.2,-0.2,144.058,0.558,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B061,N0350,POSITION X,Pos. Y,4.0,0.2,-0.2,3.886,-0.114,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B025,N0354,POSITION Y,Pos. X,12.0,0.2,-0.2,12.151,0.151,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B025,N0354,POSITION X,Pos. Y,109.5,0.2,-0.2,109.453,-0.047,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0358,-,Pos. X,16.6,0.2,-0.2,16.326,-0.274,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0358,-,Pos. Y,106.5,0.2,-0.2,106.466,-0.034,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B023,N0362,POSITION Y,Pos. X,68.0,0.2,-0.2,68.047,0.047,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,B023,N0362,POSITION X,Pos. Y,120.5,0.2,-0.2,120.456,-0.044,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0366,-,Pos. X,80.0,0.2,-0.2,80.213,0.213,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0366,-,Pos. Y,101.5,0.2,-0.2,101.5,0.0,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0378,-,X-Angle,0.0,0.5,-0.5,0.013,0.013,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0378,-,Distance,79.2,0.05,-0.05,79.264,0.064,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A111,N0378,FLATNESS,Flatness,0.0,0.05,-0.0,0.003,0.003,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0382,-,Pos. X,79.2,0.15,-0.15,79.262,0.062,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0386,-,Pos. X,79.2,0.15,-0.15,79.262,0.062,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0394,-,Min.Ax/2,35.2,0.4,0.0,35.802,0.602,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A152,N0398,POSITION X,Pos. Y,38.0,0.05,-0.05,37.988,-0.012,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A152,N0398,POSITION Z,Pos. Z,31.0,0.05,-0.05,31.004,0.004,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A151,N0405,POSITION X,Pos. Y,38.7,0.05,-0.05,38.734,0.034,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A151,N0405,POSITION Z,Pos. Z,32.2,0.05,-0.05,32.239,0.039,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A064,N0414,"POSITION X Ø 4,1",Pos. Y,16.8,0.2,-0.2,16.778,-0.022,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0414,-,Pos. Z,41.2,0.2,-0.2,41.139,-0.061,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0420,-,Pos. Y,43.1,0.2,-0.2,42.992,-0.108,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0420,-,Pos. Z,42.5,0.2,-0.2,42.494,-0.006,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0452,-,Pos. Z,15.0,0.0,-0.1,15.356,0.356,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A155,N0454,DISTANCE Z FROM A154,Distance,15.0,0.2,-0.2,14.989,-0.011,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A155,N0455,SURFACE HEIGHT FROM A008,Distance,64.0,0.1,-0.1,64.294,0.294,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0456,-,Pos. Z,8.5,0.1,-0.1,8.759,0.259,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A153,N0458,DISTANCE Y FROM A155,Distance,31.5,0.2,-0.2,31.412,-0.088,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A154,N0461,DISTANCE Z FROM A000.2,Distance,15.0,0.2,-0.2,14.817,-0.183,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A154,N0466,ANGLE Y,Angle,10.0,1.5,-1.5,10.002,0.003,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A155,N0466,ANGLE Y,Angle,10.0,1.5,-1.5,10.002,0.003,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A064,N0470,"ANGLE Ø 4,1",Angle,10.0,0.5,-0.5,9.729,-0.271,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A065,N0473,POSITION X,Pos. Y,29.3,0.2,-0.2,29.001,-0.299,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A065,N0475,POSITION Y,Distance,8.5,0.2,-0.2,8.538,0.038,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A153,N0475,DISTANCE Z FROM A000.2,Distance,8.5,0.2,-0.2,8.538,0.038,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0477,-,Distance,28.8,0.2,-0.2,31.344,2.544,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0479,-,Angle,10.0,1.5,-1.5,10.002,0.003,OK,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0481,-,Min.Ax/2,35.2,0.4,0.0,35.802,0.602,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,-,N0486,-,Distance,6.0,0.1,-0.1,5.692,-0.308,NG,0,QIS
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A005,N0488,CIRCULARITY,Roundnes,0.0,0.01,-0.0,0.0,0.0,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A006,N0489,CONCENTRICITY Ø32 TERHADAP Ø47,Concentr   3,0.0,0.03,-0.0,0.017,0.017,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A001,N0490,"POSITION Y Ø5,45",Pos. X,4.0,0.2,-0.2,3.665,-0.335,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A001,N0490,"POSITION X Ø5,45",Pos. Y,68.0,0.2,-0.2,67.988,-0.012,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A151,N0492,"POSITION X Ø 7,3",Pos. Y,38.7,0.2,-0.2,38.707,0.007,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A151,N0492,"POSITION Z Ø 7,3",Pos. Z,32.2,0.2,-0.2,32.279,0.079,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A152,N0493,"POSITION X Ø 7,3",Pos. Y,38.0,0.2,-0.2,38.064,0.064,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A152,N0493,"POSITION Z Ø 7,3",Pos. Z,31.0,0.2,-0.2,30.964,-0.036,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A154,N0498,DISTANCE Y FROM A008,Pos. X,0.0,0.2,-0.2,0.046,0.046,OK,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A155,N0499,DISTANCE Y FROM A008,Pos. X,0.0,0.2,-0.2,0.35,0.35,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A064,N0502,"DISTANCE FROM FACE COMP Ø 4,1",Distance,28.8,0.2,-0.2,29.27,0.47,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A066,N0506,DISTANCE FROM O1,Distance,61.0,0.1,-0.1,61.238,0.238,NG,0,Produksi
2026-04-07 00:46:46,3,2,5B,CRCS L,K2SA,Mitutoyo,A067,N0508,DISTANCE FROM O1,Distance,61.0,0.1,-0.1,61.168,0.168,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A000-1,N0070,FLATNESS SURFACE,Flatness,0.0,0.0,-0.0,0.012,0.012,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A000-1,N0071,FLATNESS ADJANCENT BOSSES,Flatness,0.0,0.03,-0.0,0.018,0.018,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A000-2,N0087,FLATNESS SURFACE,Flatness,0.0,0.05,-0.0,0.001,0.001,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A000-2,N0088,FLATNESS ADJANCENT BOSSES,Flatness,0.0,0.03,-0.0,0.008,0.008,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A001,N0092,POSITION Y Ø10,Pos. X,4.0,0.05,-0.05,4.003,0.003,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A001,N0092,POSITION X Ø10,Pos. Y,68.0,0.05,-0.05,67.999,-0.001,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A002,N0101,POSISI Y TERHADAP A001,Pos. X,40.0,0.05,-0.05,40.036,0.036,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A002,N0101,POSISI X TERHADAP A001,Pos. Y,191.0,0.05,-0.05,190.996,-0.004,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A043,N0106,POSITION Y,Pos. X,25.0,0.2,-0.2,24.702,-0.298,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A043,N0106,POSITION X,Pos. Y,132.0,0.2,-0.2,131.866,-0.134,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A019,N0110,POSITION Y,Pos. X,62.0,0.1,-0.1,61.963,-0.037,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A019,N0110,POSITION X,Pos. Y,125.0,0.1,-0.1,125.096,0.096,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A042,N0114,POSITION Y,Pos. X,73.0,0.2,-0.2,72.657,-0.343,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A042,N0114,POSITION X,Pos. Y,113.0,0.2,-0.2,112.933,-0.067,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A041,N0118,POSITION Y,Pos. X,82.0,0.15,-0.15,81.859,-0.141,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A041,N0118,POSITION X,Pos. Y,54.0,0.15,-0.15,53.9,-0.1,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A046,N0122,POSITION Y,Pos. X,61.5,0.2,-0.2,61.342,-0.158,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A046,N0122,POSITION X,Pos. Y,57.0,0.2,-0.2,57.187,0.187,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A045,N0126,POSITION X,Pos. X,53.0,0.2,-0.2,53.13,0.13,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A045,N0126,POSITION Y,Pos. Y,53.0,0.2,-0.2,53.168,0.168,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A040,N0130,POSITION Y,Pos. X,64.0,0.2,-0.2,64.419,0.419,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A040,N0130,POSITION X,Pos. Y,15.0,0.2,-0.2,14.774,-0.226,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A044,N0134,POSITION X,Pos. X,76.0,0.2,-0.2,76.248,0.248,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A044,N0134,POSITION Y,Pos. Y,76.0,0.2,-0.2,75.845,-0.155,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A047,N0138,POSITION Y,Pos. X,0.4,0.2,-0.2,0.281,-0.119,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A047,N0138,POSITION X,Pos. Y,69.0,0.2,-0.2,69.016,0.016,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0142,-,Pos. X,15.0,0.2,-0.2,14.885,-0.115,OK,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0142,-,Pos. Y,66.0,0.2,-0.2,66.036,0.036,OK,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A026,N0146,POSITION Y,Pos. X,51.0,0.05,-0.05,50.969,-0.031,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A026,N0146,POSITION X,Pos. Y,43.5,0.05,-0.05,43.5,0.0,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A006,N0150,POSITION Y,Pos. X,258.0,0.1,-0.1,258.028,0.028,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A006,N0150,POSITION X,Pos. Y,0.0,0.05,-0.05,0.0,0.0,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A005,N0151,PERPENDICULARITY TERHADAP A000-1,Rectang.   2,0.0,0.01,-0.0,0.008,0.008,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A005,N0155,CONCENTRICITY Ø45 TERHADAP Ø72,Concentr   4,0.0,0.03,-0.0,0.005,0.005,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A005,N0156,POSISI X,Pos. X,0.0,0.05,-0.05,0.0,0.0,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A005,N0156,POSISI Y,Pos. Y,0.0,0.05,-0.05,0.0,0.0,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0170,-,Distance,61.0,0.1,-0.1,61.65,0.65,NG,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A066,N0172,DISTANCE FROM A067,Distance,16.0,0.1,-0.1,16.02,0.02,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A066,N0178,ANGLE,Angle,36.0,0.5,-0.5,35.902,-0.098,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0184,-,Angle,15.0,0.5,-0.5,12.946,-2.054,NG,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0190,-,Distance,8.0,0.2,-0.2,8.869,0.869,NG,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0196,-,Pos. X,37.0,0.2,-0.2,36.747,-0.253,NG,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0196,-,Pos. Y,0.0,0.2,-0.2,0.138,0.138,OK,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A020,N0200,POSITION Y FROM A006,Pos. X,14.5,0.1,-0.1,14.382,-0.118,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A020,N0200,POSITION X FROM A006,Pos. Y,51.0,0.1,-0.1,50.998,-0.002,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0204,-,Pos. X,8.0,0.2,-0.2,8.245,0.245,NG,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0204,-,Pos. Y,67.5,0.2,-0.2,67.61,0.11,OK,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A038,N0208,POSITION Y FROM A006,Pos. X,62.0,0.15,-0.15,62.484,0.484,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A038,N0208,POSITION X FROM A006,Pos. Y,88.5,0.15,-0.15,88.756,0.256,NG,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0212,-,Pos. X,142.0,0.2,-0.2,142.233,0.233,NG,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0212,-,Pos. Y,7.0,0.2,-0.2,6.881,-0.119,OK,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0216,-,Pos. X,93.0,0.2,-0.2,93.234,0.234,NG,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,-,N0216,-,Pos. Y,48.5,0.2,-0.2,48.392,-0.108,OK,0,QIS
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A003,N0220,POSISI Y TERHADAP A006,Pos. X,20.0,0.05,-0.05,20.032,0.032,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A003,N0220,POSISI X TERHADAP A006,Pos. Y,48.5,0.05,-0.05,48.503,0.003,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A004,N0226,POSISI Y TERHADAP A006,Pos. X,112.5,0.05,-0.05,112.478,-0.022,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A004,N0226,POSISI X TERHADAP A006,Pos. Y,112.0,0.05,-0.05,111.995,-0.005,OK,0,Produksi
2026-04-07 00:46:46,3,3,6A,CRCS L,K2SA,Mitutoyo,A007,N0231,DISTANCE FROM O2 A006,Pos. X,47.0,0.03,-0.03,47.009,0.009,OK,0,Produksi
