Date,Shift,Cycle,SampleNo,PartName,ModelName,CMMName,ref,ID,point,Parameter,Nominal,Uppertol,Lowertol,Actual,Deviation,Judgement,KP,Category
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A005,N0049,Posisi X,Pos. X,0.0,0.05,-0.05,0.0,0.0,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A005,N0049,Posisi Y,Pos. Y,0.0,0.05,-0.05,0.0,0.0,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A002,N0073,Posisi X From A001,Pos. X,120.3,0.05,-0.05,120.292,-0.008,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A003,N0073,Posisi X From A006,Pos. X,120.3,0.05,-0.05,120.292,-0.008,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A002,N0073,Posisi Y From A001,Pos. Y,67.5,0.05,-0.05,67.549,0.049,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A001,N0078,Posisi X,Pos. X,56.3,0.05,-0.05,56.293,-0.007,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A001,N0078,Posisi Y,Pos. Y,33.0,0.05,-0.05,33.006,0.006,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A000-1,N0079,Flatness Surface (a),Flatness,0.0,0.05,-0.0,0.0,0.0,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A000-1,N0080,Flatness adjacent bosses,Flatness,0.0,0.03,-0.0,0.0,0.0,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A000-2,N0080,Flatness adjacent bosses,Flatness,0.0,0.03,-0.0,0.0,0.0,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A041,N0084,Posisi X,Pos. X,76.2,0.2,-0.2,76.401,0.201,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A041,N0084,Posisi Y,Pos. Y,45.5,0.2,-0.2,45.802,0.302,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A042,N0088,Posisi X,Pos. X,60.0,0.2,-0.2,60.07,0.07,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A042,N0088,Posisi Y,Pos. Y,107.0,0.2,-0.2,107.338,0.338,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A043,N0092,Posisi X,Pos. X,0.5,0.2,-0.2,0.48,-0.02,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A043,N0092,Posisi Y,Pos. Y,117.0,0.2,-0.2,117.1,0.1,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A044,N0096,Posisi X,Pos. X,58.0,0.2,-0.2,58.064,0.064,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A044,N0096,Posisi Y,Pos. Y,90.5,0.2,-0.2,90.467,-0.033,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A045,N0100,Posisi X,Pos. X,57.3,0.2,-0.2,57.43,0.13,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A045,N0100,Posisi Y,Pos. Y,37.0,0.2,-0.2,37.084,0.084,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A046,N0104,Posisi X,Pos. X,3.0,0.2,-0.2,2.948,-0.052,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A046,N0104,Posisi Y,Pos. Y,63.0,0.2,-0.2,62.836,-0.164,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A047,N0108,Posisi X,Pos. X,59.0,0.2,-0.2,59.017,0.017,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A047,N0108,Posisi Y,Pos. Y,53.0,0.2,-0.2,52.783,-0.217,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A030,N0112,Posisi X Reamer 8H8,Pos. X,12.5,0.05,-0.05,12.458,-0.042,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A030,N0112,Posisi Y Reamer 8H8,Pos. Y,61.6,0.05,-0.05,61.623,0.023,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A019,N0119,Posisi X,Pos. X,79.5,0.2,-0.2,79.484,-0.016,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A019,N0119,Posisi Y,Pos. Y,76.0,0.2,-0.2,76.105,0.105,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B078,N0123,Posisi X,Pos. X,79.0,0.2,-0.2,79.212,0.212,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B078,N0123,Posisi Y,Pos. Y,95.0,0.2,-0.2,95.217,0.217,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A000-2,N0137,Flatness Surface (a),Flatness,0.0,0.05,-0.0,0.043,0.043,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A020,N0154,Posisi X,Pos. X,264.5,0.2,-0.2,264.518,0.018,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A020,N0154,Posisi Y,Pos. Y,47.0,0.2,-0.2,46.919,-0.081,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0158,-,Pos. X,349.0,0.2,-0.2,348.997,-0.003,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A008,N0158,Posisi Y,Pos. Y,0.0,0.05,-0.05,0.04,0.04,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0162,-,Pos. X,297.41,0.2,-0.2,297.403,-0.007,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0162,-,Pos. Y,12.13,0.2,-0.2,12.148,0.018,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A007,N0166,Distance From A006,Distance,47.0,0.03,-0.03,47.005,0.005,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A007,N0168,Distance From A008,Distance,53.0,0.03,-0.03,52.996,-0.004,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A048,N0172,Posisi X From A006,Pos. X,20.0,0.2,-0.2,20.011,0.011,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A048,N0172,Posisi Y From A006,Pos. Y,28.1,0.2,-0.2,28.231,0.131,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A049,N0178,Posisi X From A048,Pos. X,11.26,0.15,-0.15,11.197,-0.053,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A049,N0178,Posisi Y From A048,Pos. Y,42.71,0.15,-0.15,42.689,-0.021,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0184,-,Pos. X,120.0,0.05,-0.05,120.004,0.004,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A003,N0184,Posisi Y From A006,Pos. Y,50.0,0.05,-0.05,49.977,-0.023,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A004,N0190,Posisi X From A003,Pos. X,52.0,0.05,-0.05,52.023,0.023,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A004,N0190,Posisi Y From A003,Pos. Y,107.0,0.05,-0.05,107.012,0.012,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A006,N0192,Posisi X,Pos. X,252.0,0.1,-0.1,251.99,-0.01,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A006,N0192,Posisi Y,Pos. Y,0.0,0.1,-0.1,0.002,0.002,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A008,N0194,Distance From A006,Distance,97.0,0.05,-0.05,97.005,0.005,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B073,N0201,Posisi X,Pos. X,363.0,0.2,-0.2,363.044,0.044,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B073,N0201,Posisi Y,Pos. Y,68.0,0.2,-0.2,67.867,-0.133,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B022,N0205,Posisi X,Pos. X,323.2,0.2,-0.2,323.21,0.01,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B022,N0205,Posisi Y,Pos. Y,86.2,0.2,-0.2,86.117,-0.083,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B074,N0209,Posisi X,Pos. X,230.0,0.2,-0.2,229.986,-0.014,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B024,N0209,Posisi Y,Pos. Y,91.5,0.2,-0.2,91.484,-0.016,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B074,N0209,Posisi Y,Pos. Y,91.5,0.2,-0.2,91.484,-0.016,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B075,N0213,Posisi X,Pos. X,98.0,0.2,-0.2,97.796,-0.204,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B075,N0213,Posisi Y,Pos. Y,85.9,0.2,-0.2,85.618,-0.282,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B076,N0217,Posisi X,Pos. X,55.0,0.2,-0.2,54.83,-0.17,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B076,N0217,Posisi Y,Pos. Y,89.0,0.2,-0.2,89.041,0.041,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B000-1,N0234,Flatness Surface Cover,Flatness,0.0,0.1,-0.0,0.097,0.097,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B011,N0252,Posisi X Reamer 8H8,Pos. X,12.0,0.05,-0.05,12.065,0.065,NG,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B011,N0252,Posisi Y Reamer 8H8,Pos. Y,73.0,0.05,-0.05,72.963,-0.037,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0259,-,Pos. X,250.0,0.05,-0.05,250.077,0.077,NG,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0259,-,Pos. Y,86.5,0.05,-0.05,86.497,-0.003,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B012,N0266,Posisi X From B011 Reamer 8H8,Distance,238.0,0.05,-0.05,238.012,0.012,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B012,N0266,Posisi Y From B011 Reamer 8H8,Distance,159.5,0.05,-0.05,159.461,-0.039,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B024,N0268,Posisi X,Pos. X,235.0,0.2,-0.2,235.018,0.018,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0268,-,Pos. Y,91.5,0.2,-0.2,91.442,-0.058,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B059,N0272,Posisi X,Pos. X,157.0,0.2,-0.2,157.021,0.021,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B059,N0272,Posisi Y,Pos. Y,86.0,0.2,-0.2,86.063,0.063,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B058,N0276,Posisi X,Pos. X,99.0,0.2,-0.2,99.289,0.289,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B058,N0276,Posisi Y,Pos. Y,86.0,0.2,-0.2,86.092,0.092,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B011,N0280,Posisi X Drill 5.45,Pos. X,12.0,0.2,-0.2,12.085,0.085,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B057,N0280,Posisi X,Pos. X,12.0,0.2,-0.2,12.085,0.085,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B057,N0280,Posisi Y,Pos. Y,85.0,0.2,-0.2,84.93,-0.07,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0284,-,Pos. X,23.0,0.1,-0.1,22.963,-0.037,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0284,-,Pos. Y,90.0,0.1,-0.1,89.915,-0.085,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0288,-,Pos. X,12.27,0.2,-0.2,12.279,0.009,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0288,-,Pos. Y,45.433,0.2,-0.2,45.492,0.059,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B025,N0292,Posisi X,Pos. X,2.0,0.1,-0.1,1.99,-0.01,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B025,N0292,Posisi Y,Pos. Y,23.0,0.1,-0.1,23.055,0.055,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B028,N0297,Posisi X,Pos. X,41.5,0.2,-0.2,41.484,-0.016,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0297,-,Pos. Y,111.0,0.2,-0.2,110.967,-0.033,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B056,N0301,Posisi X,Pos. X,64.0,0.2,-0.2,63.984,-0.016,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B056,N0301,Posisi Y,Pos. Y,48.0,0.2,-0.2,48.175,0.175,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B077,N0305,Posisi X,Pos. X,63.5,0.2,-0.2,63.523,0.023,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B077,N0305,Posisi Y,Pos. Y,57.0,0.2,-0.2,56.921,-0.079,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B055,N0309,Posisi X,Pos. X,48.0,0.2,-0.2,48.055,0.055,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B055,N0309,Posisi Y,Pos. Y,54.0,0.2,-0.2,53.819,-0.181,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B054,N0313,Posisi X,Pos. X,72.0,0.2,-0.2,71.793,-0.207,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B054,N0313,Posisi Y,Pos. Y,75.0,0.2,-0.2,74.737,-0.263,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B053,N0317,Posisi X,Pos. X,146.0,0.2,-0.2,145.957,-0.043,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B053,N0317,Posisi Y,Pos. Y,77.5,0.2,-0.2,77.359,-0.141,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B052,N0321,Posisi X,Pos. X,250.0,0.2,-0.2,250.134,0.134,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B052,N0321,Posisi Y,Pos. Y,81.0,0.2,-0.2,80.941,-0.059,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B051,N0325,Posisi X,Pos. X,337.0,0.2,-0.2,336.999,-0.001,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B051,N0325,Posisi Y,Pos. Y,47.0,0.2,-0.2,46.934,-0.066,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B060,N0329,Posisi X,Pos. X,333.0,0.2,-0.2,333.021,0.021,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B060,N0329,Posisi Y,Pos. Y,0.0,0.2,-0.2,0.052,0.052,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B072,N0333,Posisi X,Pos. X,382.0,0.2,-0.2,382.138,0.138,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B072,N0333,Posisi Y,Pos. Y,14.0,0.2,-0.2,14.046,0.046,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B071,N0337,Posisi X,Pos. X,351.0,0.2,-0.2,350.943,-0.057,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B071,N0337,Posisi Y,Pos. Y,45.5,0.2,-0.2,45.416,-0.084,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B061,N0341,Posisi X,Pos. X,165.0,0.2,-0.2,164.908,-0.092,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B061,N0341,Posisi Y,Pos. Y,0.0,0.2,-0.2,0.143,0.143,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B023,N0345,Posisi X,Pos. X,49.0,0.2,-0.2,49.022,0.022,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B023,N0345,Posisi Y,Pos. Y,111.0,0.2,-0.2,110.999,-0.001,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B028,N0345,Posisi Y,Pos. Y,111.0,0.2,-0.2,110.999,-0.001,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0351,-,Pos. X,15.0,0.2,-0.2,14.999,-0.001,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0351,-,Pos. Y,15.0,0.2,-0.2,14.983,-0.017,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A026,N0356,Posisi X,Pos. X,40.5,0.2,-0.2,40.705,0.205,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B026,N0356,Posisi X,Pos. X,40.5,0.2,-0.2,40.705,0.205,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A026,N0356,Posisi Y,Pos. Y,29.5,0.2,-0.2,29.413,-0.187,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B026,N0356,Posisi Y,Pos. Y,29.5,0.2,-0.2,29.413,-0.187,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B082,N0360,Posisi X,Pos. X,31.0,0.1,-0.1,31.062,0.062,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B082,N0360,Posisi Y,Pos. Y,0.0,0.1,-0.1,0.013,0.013,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B080,N0364,Posisi X Reamer 8H8,Pos. X,37.0,0.1,-0.1,36.954,-0.046,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B080,N0364,Posisi Y Reamer 8H8,Pos. Y,23.0,0.1,-0.1,23.026,0.026,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B081,N0372,Posisi X From B080,Pos. X,81.2,0.1,-0.1,81.417,0.217,NG,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,B081,N0372,Posisi Y From B080,Pos. Y,3.8,0.1,-0.1,3.834,0.034,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0377,-,Pos. X,11.9,0.1,-0.1,11.947,0.047,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0377,-,Pos. Y,44.4,0.1,-0.1,44.498,0.098,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0392,-,Pos. X,2.6,0.2,-0.2,2.599,-0.001,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0392,-,Pos. Y,58.8,0.2,-0.2,58.732,-0.068,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0396,-,Pos. X,26.8,0.2,-0.2,26.975,0.175,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0396,-,Pos. Y,33.2,0.2,-0.2,33.248,0.048,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0398,-,Distance,125.0,0.05,-0.05,125.012,0.012,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0399,-,Distance,56.6,0.05,-0.05,56.527,-0.073,NG,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A151,N0409,Posisi X Reamer 8H8,Pos. Y,19.0,0.05,-0.05,18.966,-0.034,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A151,N0409,Posisi Y Reamer 8H8,Pos. Z,25.0,0.05,-0.05,25.147,0.147,NG,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0425,-,Distance,75.0,0.05,-0.05,75.095,0.095,NG,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A111,N0425,Flatness,Flatness,0.0,0.05,-0.0,0.004,0.004,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0429,-,Pos. Y,33.0,0.05,-0.05,33.044,0.044,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A152,N0429,Posisi Y Reamer 8H8,Pos. Z,25.0,0.05,-0.05,25.128,0.128,NG,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A153,N0430,Posisi X,Pos. Y,8.4,0.2,-0.2,8.573,0.173,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A153,N0430,Posisi Y,Pos. Z,57.0,0.2,-0.2,57.085,0.085,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A160,N0434,Posisi X,Pos. Y,45.0,0.2,-0.2,45.264,0.264,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A160,N0434,Posisi Y,Pos. Z,29.7,0.2,-0.2,29.92,0.22,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A155,N0438,Posisi X,Pos. Y,31.0,0.2,-0.2,30.951,-0.049,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A155,N0438,Posisi Y,Pos. Z,110.0,0.2,-0.2,110.119,0.119,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A156,N0442,Posisi X,Pos. Y,31.0,0.2,-0.2,31.193,0.193,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A156,N0442,Posisi Y,Pos. Z,110.0,0.2,-0.2,110.166,0.166,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A154,N0446,Posisi X,Pos. Y,68.0,0.2,-0.2,68.177,0.177,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A154,N0446,Posisi Y,Pos. Z,109.0,0.2,-0.2,109.223,0.223,NG,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A111,N0448,Angle,X-Angle,30.0,0.5,-0.5,9.999,-0.001,OK,0,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0449,-,Flatness,0.0,0.03,0.0,0.029,0.029,OK,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A005,N0450,Circularity,Roundnes,0.0,0.01,-0.0,0.0,0.0,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,A005,N0451,Perpendicularity To n,Rectang.   2,0.0,0.01,-0.0,0.008,0.008,OK,1,Produksi
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0452,-,Pos. Y,61.6,0.2,-0.2,61.82,0.22,NG,0,QIS
2026-04-06 11:04:44,1,1,1,CRCS L,K1AL L1,Mitutoyo,-,N0452,-,Pos. Z,12.5,0.2,-0.2,12.0,-0.5,NG,0,QIS
